isin,symbol,name,sector,industry,country,exchange,index,segment
DE000A0XYG76,DR0,DEUTSCHE ROHSTOFF AG NA O.N.,Basic Resources,Mining,DE,XETRA + FRANKFURT,-,Scale
DE000A161077,HXCK,ERNST RUSS AG NA O.N.,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,-,Scale
DE000A0LR9G9,EXL,EXASOL AG  NA O.N.,Software,Software,DE,XETRA + FRANKFURT,-,Scale
DE000A421RZ9,XK4,Gabler Group SE,Industrial,Advanced Industrial Equipment,DE,XETRA + FRANKFURT,-,Scale
DE000A0XYHT5,IBU,IBU-TEC ADVANCED MATERIALS INH.ON,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,-,Scale
DE000A40QVM8,1INN,INNOSCRIPTA SE,Software,Information Technology,DE,XETRA + FRANKFURT,-,Scale
DE000A0B9N37,JDC,JDC GROUP AG O.N.,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,-,Scale
DE000A12UP29,LQAG,LAIQON AG INH. O.N.,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,-,Scale
DE0006580806,MUM,MENSCH UND MASCHINE SOFTWARE O.N.,Software,Software,DE,XETRA + FRANKFURT,-,Scale
DE000A1TNWJ4,MPCK,MPC MUENCHMEYER PETERSEN CAPITAL,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,-,Scale
DE000A0KE043,C1V0,MVISE AG O.N.,Software,Software,DE,XETRA + FRANKFURT,-,Scale
DE000A0KPPR7,NTG,NABALTEC AG INH.,Chemicals,"Chemicals, Speciality",DE,XETRA + FRANKFURT,-,Scale
DE0008435967,NBG6,NUERNBERGER BETEILIGUNGS AG VNA,Insurance,Insurance,DE,XETRA + FRANKFURT,-,Scale
DE000A0MSN11,M7U,NYNOMIC AG  INH O.N.,Industrial,Advanced Industrial Equipment,DE,XETRA + FRANKFURT,-,Scale
DE0005408686,VVV3,OEKOWORLD AG VZNA O.N.,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,-,Scale
DE000A12UPJ7,CAP,SCP Standard Capital Partners AG,Media,Movies & Entertainment,DE,XETRA + FRANKFURT,-,Scale
DE000PFSE212,PFSE,PFISTERER HOLDING SE,Industrial,Industrials,DE,XETRA + FRANKFURT,-,Scale
DE000A3E5ED2,VEZ,Planethic Group AG,Food & Beverages,Food,DE,XETRA + FRANKFURT,-,Scale
DE000A2G8ZX8,PYR,PYRUM INNOVATIONS AG,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,-,Scale
DE0006942808,PZS,SCHERZER U. CO. AG O.N.,Financial Services,Private Equity & Venture Capital,DE,XETRA + FRANKFURT,-,Scale
DE000A1MMEV4,PGH,The Payments Group Holding GmbH & Co KGaA,Financial Services,Private Equity & Venture Capital,DE,XETRA + FRANKFURT,-,Scale
DE000A40ZW88,TPG,The Platform Group SE & Co. KGaA,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,-,Scale
DE000A40ZTT8,TIW,TIN INN HLDG AG VNA O.N.,Consumer,Consumer Goods,DE,XETRA + FRANKFURT,-,Scale
DE0005570808,UBK,UmweltBank AG,Banks,Credit Banks,DE,XETRA + FRANKFURT,-,Scale
DE0005407100,CSH,CENIT AG O.N.,Software,IT-Services,DE,XETRA + FRANKFURT,-,Scale
DE0006201403,PEH,PEH Wertpapier AG,-,-,DE,FRANKFURT,-,Scale
DE0005854343,E4C,ECOTEL COMMUNICATION AG,Telecommunication,Fixed-Line Telecommunication,DE,XETRA + FRANKFURT,-,Scale
DE000A1YC913,FC9,FCR IMMOBILIEN AG NA O.N.,Financial Services,Real Estate,DE,XETRA + FRANKFURT,-,Scale
DE000A42FR12,1SMA,SMAG Mobile Antenna Masts AG,Industrial,Heavy Machiners,DE,XETRA + FRANKFURT,-,Scale
DE000A0LBKW6,CFC,aconnic AG,Industrial,"Industrial, Diversified",DE,XETRA + FRANKFURT,-,Basic Board
DE0005214506,ADC,ADCAPITAL AG,Automobile,Auto Parts & Equipment,DE,FRANKFURT,-,Basic Board
DE0007269003,OEL,ADM HAMBURG AG  O.N.,Food & Beverages,Food,DE,FRANKFURT,-,Basic Board
DE000A40ZUV2,VG80,Ascory BANK AG,Financial Services,Securities Brokers,DE,XETRA + FRANKFURT,-,Basic Board
DE000A40ET13,3ITN,AUDIUS SE,Software,IT-Services,DE,XETRA + FRANKFURT,-,Basic Board
DE0005221303,BFV,BERL.EFFEKTENGES.AG O.N.,Financial Services,Diversified Financial,DE,FRANKFURT,-,Basic Board
DE000A0NK3W4,SPT6,Beta Systems Software AG,Software,Software,DE,FRANKFURT,-,Basic Board
DE000A3H2135,MA1,Binect AG,Financial Services,Private Equity & Venture Capital,DE,XETRA + FRANKFURT,-,Basic Board
DE000A41YD32,T5O,bioXXmed AG,Pharma & Healthcare,Biotechnology,DE,FRANKFURT,-,Basic Board
DE000A1TNMM9,CTNK,CENTROTHERM INTERNATIONAL AG,Industrial,Renewable Energies,DE,FRANKFURT,-,Basic Board
DE0005407407,CEK,CEOTRONICS AG O.N.,Technology,Communications Technology,DE,XETRA + FRANKFURT,-,Basic Board
DE000A0N3EU3,CGX,CGRE AG,Financial Services,Real Estate,DE,XETRA + FRANKFURT,-,Basic Board
DE0006618309,CHG,CHAPTERS Group AG,Software,IT-Services,DE,XETRA + FRANKFURT,-,Basic Board
DE000A40KYB8,CORE,Coreo AG,Industrial,"Industrial, Diversified",DE,XETRA + FRANKFURT,-,Basic Board
DE000A2GS625,CRZK,CR Energy AG,Financial Services,Real Estate,DE,FRANKFURT,-,Basic Board
DE000A41YEV7,D6H,DATAGROUP SE  INH. O.N.,Software,IT-Services,DE,FRANKFURT,-,Basic Board
DE000A1A6WE6,AJ91,DOCCHECK AG  NA,Software,Internet,DE,XETRA + FRANKFURT,-,Basic Board
DE000A41YCR9,EFF,DT.EFF.U.WECH.-BET.G.O.N.,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,-,Basic Board
DE0005649503,EDL,EDEL SE+CO.KGAA INH O.N.,Media,Movies & Entertainment,DE,XETRA + FRANKFURT,-,Basic Board
DE000A0KFKH0,E8X,ELEXXION AG,Industrial,Advanced Industrial Equipment,DE,FRANKFURT,-,Basic Board
DE000A0MVLS8,ETG,ENVITEC BIOGAS O.N.,Industrial,Renewable Energies,DE,XETRA + FRANKFURT,-,Basic Board
DE000A1X3WX6,ERWE,ERWE IMMOBILIEN AG INH O.N.,Financial Services,Real Estate,DE,XETRA + FRANKFURT,-,Basic Board
DE000A40ZVZ1,ENG,EV DIGITAL INVEST AG (ENGEL & VÖLKERS DIGITAL INVEST),Financial Services,Diversified Financial,DE,FRANKFURT,-,Basic Board
DE000A1PG508,FF24,FAST FINANCE24 HOLDING AG,Industrial,Industrial Products & Services,DE,FRANKFURT,-,Basic Board
DE000A3MQC96,U1DA,MOLOGEN Lifescience AG,Retail,Internet,DE,FRANKFURT,-,Basic Board
DE0006069008,NLM,FROSTA AG AKT. O.N.,Food & Beverages,Food,DE,FRANKFURT,-,Basic Board
DE000A3MQR99,INW,GBS SOFTWARE AG,Software,Software,DE,XETRA + FRANKFURT,-,Basic Board
DE0001218063,A7A,HELIAD AG,Financial Services,Securities Brokers,DE,XETRA + FRANKFURT,-,Basic Board
DE0006061104,HMU,HMS BERGBAU AG,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,-,Basic Board
DE0005297204,HG1,HOMAG GROUP AG,Industrial,Industrial Machinery,DE,FRANKFURT,-,Basic Board
DE000A0LR4P1,H9W,HWA AG INH.O.N.,Automobile,Automobile Manufacturers,DE,XETRA + FRANKFURT,-,Basic Board
DE000A161309,KSW,KST BETEILIGUNGS AG NA,Financial Services,Private Equity & Venture Capital,DE,FRANKFURT,-,Basic Board
DE000A2DA406,LEH,Lampetia AG,Industrial,Advanced Industrial Equipment,DE,FRANKFURT,-,Basic Board
DE000LS1LUS9,LUS,LANG+SCHWARZ AG NA,Financial Services,Securities Brokers,DE,XETRA + FRANKFURT,-,Basic Board
DE000A0STSQ8,M12,M1 KLINIKEN AG (M1 BEAUTY AG),Pharma & Healthcare,Health Care,DE,XETRA + FRANKFURT,-,Basic Board
DE0008131350,AMI,MEDONDO HOLDING AG,Software,IT-Services,DE,XETRA + FRANKFURT,-,Basic Board
DE0006614035,MUT3,MINERALBR.UEBERK.-VZ-,Food & Beverages,Beverages,DE,FRANKFURT,-,Basic Board
DE0006614001,MUT,MINERALBR.UEBERKINGEN AG,Food & Beverages,Beverages,DE,FRANKFURT,-,Basic Board
DE0005218309,MBQ,MOBOTIX AG O.N.,Technology,Electronic Components & Hardware,DE,XETRA + FRANKFURT,-,Basic Board
DE000A12UK08,ECF,MOUNTAIN ALLIANCE NA O.N,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,-,Basic Board
DE000A289V03,93M,MPH HEALTH CARE AG (MPH MITT.PHARMA HLDG),Pharma & Healthcare,Pharmaceuticals,DE,XETRA + FRANKFURT,-,Basic Board
DE0006627201,MUB,MUEHLBAUER HOLD.AG O.N.,Technology,Electronic Components & Hardware,DE,XETRA + FRANKFURT,-,Basic Board
DE0006577109,NN6,NANOREPRO AG,Pharma & Healthcare,Biotechnology,DE,XETRA + FRANKFURT,-,Basic Board
DE000A2E4MK4,NUVA,NORATIS AG  INH. O.N.,Financial Services,Real Estate,DE,FRANKFURT,-,Basic Board
DE0006902000,PKB,PARK U.BELLHEIMER AG O.N.,Food & Beverages,Beverages,DE,FRANKFURT,-,Basic Board
DE0007474041,PHH2,PAUL HARTMANN AG O.N.,Pharma & Healthcare,Pharmaceuticals,DE,FRANKFURT,-,Basic Board
DE0005202303,QB7,QUIRIN BANK AG,Banks,Credit Banks,DE,XETRA + FRANKFURT,-,Basic Board
DE000A1RFMY4,RCMN,RCM BETEILIGUNGS NA. O.N.,Financial Services,Real Estate,DE,XETRA + FRANKFURT,-,Basic Board
DE0008009564,RGB,REGENBOGEN AG O.N.,Consumer,Leisure Goods & Services,DE,FRANKFURT,-,Basic Board
DE0007218901,SMB,SCHWAELBCHEN MOLKEREI AG .O.N.,Food & Beverages,Food,DE,FRANKFURT,-,Basic Board
DE000A2AAA75,T3T,SEVEN PRINCIPLES AG O.N.,Software,IT-Services,DE,XETRA + FRANKFURT,-,Basic Board
DE000A168205,SVE,SHAREHOLD.VAL.BET.NA O.N.,Financial Services,Private Equity & Venture Capital,DE,XETRA + FRANKFURT,-,Basic Board
DE000A1RFMZ1,SMWN,SM WIRTSCHAFTSBER. AG .O.N.,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,-,Basic Board
DE000A2GS609,SB1,SMARTBROKER HOLDING AG,Financial Services,Diversified Financial,DE,XETRA + FRANKFURT,-,Basic Board
DE000A0LR936,ST5,STEICO SE,Industrial,Industrial Products & Services,DE,XETRA + FRANKFURT,-,Basic Board
DE000A41YCM0,N4G,THE NAGA GROUP AG NA O.N.,Financial Services,Securities Brokers,DE,XETRA + FRANKFURT,-,Basic Board
DE0005216907,T2G,TRADEGATE AG WERTPAPIERHANDELSBANK O.N.,Financial Services,Securities Brokers,DE,FRANKFURT,-,Basic Board
DE000A40ZVU2,UMD,UMT UTD MOB.TECHN.AG,Industrial,Internet,DE,XETRA + FRANKFURT,-,Basic Board
DE000A41YDL0,M3B,PYRAMID AG,Financial Services,Private Equity & Venture Capital,DE,XETRA + FRANKFURT,-,Basic Board
DE0005495626,GME,GERATHERM O.N.,Pharma & Healthcare,Medical Technology,DE,XETRA + FRANKFURT,-,Basic Board
DE000A35JS40,CLIQ,CLIQ DIGITAL AG  O.N.,Retail,"Retail, Internet",DE,XETRA + FRANKFURT,-,Basic Board
